Gene,ALL1,ALL2
U77975_at,191,154
U78027_rna3_at,13706,9660
U78027_rna4_at,1993,335
U78095_at,935,1863
U78107_at,212,303
U78180_at,-195,-105
U78190_rna1_at,41,643
U78313_at,121,-80
U78521_at,2837,2241
U78524_at,376,590
U78525_at,533,782
U78551_at,-685,-745
U78556_at,468,386
U78575_at,713,400
U78628_at,308,238
U78678_at,1209,1531
U78722_at,41,34
U78735_at,-10,0
U78793_at,695,511
U78798_at,540,153
U78876_at,-404,-274
U79241_at,422,-42
U79242_at,98,86
U79245_at,-159,-117
U79246_at,-19,-26
U79247_at,110,106
U79248_at,108,45
U79249_at,46,-24
U79251_at,73,134
U79252_at,797,460
U79253_at,-482,138
U79254_at,554,482
U79255_at,428,-73
U79256_at,252,209
U79257_at,205,111
U79258_at,5,46
U79259_at,603,578
U79260_at,891,896
U79262_at,1013,690
U79263_at,137,95
U79265_at,237,533
U79266_at,618,401
U79267_at,119,273
U79270_at,61,259
U79271_at,-75,-82
U79272_at,68,76
U79273_at,511,1664
U79274_at,618,363
U79275_at,465,410
U79277_at,-14,-62
U79280_at,334,-59
U79282_at,47,109
U79285_at,422,183
U79286_at,-173,-94
U79287_at,755,1186
U79288_at,412,195
U79289_at,-11,0
U79290_at,51,26
U79291_at,180,186
U79293_at,79,3
U79294_at,1175,1389
U79295_at,37,-48
U79296_at,171,88
U79297_at,383,280
U79298_at,-144,-48
U79299_at,-217,51
U79300_at,-21,30
U79301_at,-24,3
U79302_at,-121,-19
U79303_at,1390,65
U79304_at,-23,-19
U79526_at,3,28
U79716_at,382,241
U79718_at,655,605
U79725_at,437,496
U79734_at,-290,-70
U79751_at,-157,-27
U80017_rna1_at,40,58
U80017_rna2_at,189,-5
U80017_rna3_at,249,209
U80034_at,-355,-96
U80040_at,696,946
U80073_at,547,408
U80184_rna1_at,-194,-122
U80456_at,-270,-21
U80457_at,109,28
U80628_at,251,-106
U80669_at,528,491
U80811_at,11,-114
U81001_at,460,808
U81006_at,384,221
U81262_at,32,-21
U81375_at,502,584
U81523_at,195,119
U81554_at,208,529
U81556_at,1605,1059
U81599_at,287,305
U81600_at,1050,389
U81607_at,430,-52
U81787_at,380,185
U81802_at,509,827
U81984_at,296,-202
U82010_rna1_at,855,655
U82130_at,206,139
U82169_at,362,374
U82256_at,140,146
U82275_at,927,140
U82303_at,354,383
U82306_at,-108,-76
U82310_at,463,276
U82311_at,1538,1275
U82313_at,-86,-68
U82319_at,101,123
U82320_at,-525,-510
U82321_at,-3,-29
U82468_at,-1728,-1410
U82532_at,114,25
U82535_at,364,-49
U82613_at,106,317
U82668_rna1_at,-11,-8
U82671_cds2_at,228,167
U82759_at,393,118
U82818_at,135,-43
U82970_at,-381,-348
U82987_at,-181,-101
U83115_at,1028,477
U83192_at,422,404
U83246_at,3347,2407
U83303_cds2_at,-58,291
U83410_at,271,237
U83411_at,-686,-403
U83461_at,205,140
U83463_at,269,692
U83600_at,-504,-580
U83601_at,-238,-135
U83843_at,603,598
U83908_at,5,-19
U84487_at,-174,-17
U84540_at,33,-76
U84551_cds2_at,-260,-183
U84569_at,977,764
U84573_at,-128,-24
U84720_at,-108,290
U85193_at,444,303
U85245_at,543,370
U85265_at,126,103
U85267_at,139,97
U85430_at,182,190
U85611_at,498,1691
U85658_at,346,351
U85707_at,-33,-16
U85767_at,175,123
U85943_at,211,42
U85946_at,323,235
U85992_at,461,229
U86070_at,627,880
U86136_at,119,101
U86214_at,91,42
U86358_at,-174,-567
U86409_at,679,592
U86529_at,1067,896
U86602_at,364,523
U86782_at,220,232
U87223_at,186,214
U87269_at,-186,-158
U87309_at,28,41
U87408_at,852,395
U87459_at,840,652
U87460_at,8,63
U87964_at,76,-169
U87972_at,-332,224
U88047_at,954,-65
U88629_at,166,327
U88666_at,277,228
U88667_at,921,49
U88726_at,200,72
U88871_at,-64,-21
U88892_at,-348,-383
U88964_at,3230,767
U89012_at,-82,-32
U89278_at,1246,802
U89326_at,-163,-170
U89335_cds2_at,365,285
U89336_cds1_at,2545,2371
U89336_cds3_at,734,751
U89336_cds4_at,1088,113
U89336_cds6_at,180,233
U89336_cds7_at,-86,-183
U89336_cds8_at,269,6
U89355_at,359,191
U89505_at,925,604
U89606_at,-540,-320
U89717_at,-886,-643
U89896_at,616,568
U89916_at,-6,30
U89942_at,64,-48
U89995_at,-64,35
U90268_at,-38,-131
U90304_at,190,64
U90306_at,377,428
U90313_at,1112,2015
U90336_at,-560,-152
U90426_at,710,1308
U90437_at,115,88
U90544_at,15,21
U90547_at,1441,700
U90549_at,315,818
U90550_at,868,609
U90551_at,718,169
U90651_at,254,54
U90716_at,198,157
U90878_at,812,541
U90902_at,0,30
U90904_at,367,499
U90905_at,133,30
U90907_at,580,397
U90908_at,-229,1
U90909_at,800,1169
U90910_at,3,62
U90911_at,371,311
U90912_at,140,241
U90913_at,-218,-578
U90914_at,40,43
U90915_at,3970,5018
U90916_at,53,836
U90918_at,65,112
U90919_at,149,300
U91316_at,-289,183
U91327_at,376,302
U91521_at,7,10
U91616_at,-278,-271
U91618_at,5,2
U91903_at,-48,-8
U91930_at,678,395
U91931_at,4,140
U91932_at,896,692
U91985_at,-209,56
U92014_at,530,747
U92015_at,226,178
U92436_at,345,442
U92458_at,-12,40
U92459_at,-59,33
U92971_at,434,-6
U93049_at,299,605
U93091_at,-20,44
U93205_at,6722,5853
U93237_rna2_at,828,391
U93553_at,65,-87
U93867_at,109,103
U94319_at,687,1664
U94320_at,-51,-20
U94332_at,138,98
U94333_at,-308,-206
U94585_at,1456,643
U94586_at,1621,3419
U94592_at,3009,1112
U94747_at,-116,-74
U94831_at,523,263
U94855_at,3785,3794
U95006_at,-345,410
U95020_at,-222,-520
U95040_at,4220,4951
U95090_at,254,57
U95626_rna1_at,133,58
U95740_rna1_at,342,248
U95740_rna2_at,14,-47
U96094_at,353,41
U96113_at,421,393
U96114_at,420,221
U96115_at,251,54
U96191_at,-42,-38
U96629_rna1_at,-51,93
U96629_rna2_at,458,331
U96769_rna1_at,203,-48
U96781_cds1_at,140,121
U96915_at,641,2175
U96922_at,-110,78
U97018_at,38,93
U97105_at,2799,432
U97188_at,118,-2
U97502_rna1_at,40,6
V00503_at,69,53
V00563_at,2969,776
V00571_rna1_at,45,65
V00572_at,2933,6754
V01510_rna1_at,-429,-899
V01512_rna1_at,1383,5615
V01514_at,6,-32
V01515_cds1_at,235,167
X00129_at,70,78
X00237_at,65,-21
X00274_at,19748,7657
X00368_xpt2_at,128,66
X00371_rna1_at,232,124
X00588_at,-310,-96
X00734_at,-445,-556
X01057_at,-12,-29
X01059_at,56,-43
X01060_at,352,2238
X01388_at,876,1072
X01630_at,115,223
X01715_at,404,298
X02152_at,2824,6881
X02158_rna1_at,-118,-96
X02317_at,1598,2925
X02404_at,193,49
X02530_at,4,65
X02544_at,-325,-217
X02596_at,565,745
X02612_at,35,27
X02750_at,544,509
X02751_at,98,117
X02874_at,142,97
X02910_at,71,237
X03066_at,970,428
X03072_at,659,487
X03100_cds2_at,9110,1538
X03168_at,-378,-1188
X03342_at,21379,22493
X03473_at,-38,664
X03484_at,1049,857
X03635_at,-91,33
X03656_rna1_at,-128,488
X03663_at,-121,-19
X03934_at,623,7662
X04011_at,1049,58
X04085_rna1_at,1057,1395
X04106_at,3259,2496
X04143_at,-219,39
X04145_at,-66,342
X04201_at,763,410
X04297_at,-71,106
X04325_at,549,395
X04327_at,137,146
X04366_at,816,356
X04391_at,376,885
X04412_at,1298,-114
X04434_at,-81,-10
X04500_at,749,1104
X04571_at,113,88
X04688_at,2,0
X04707_at,132,142
X04741_at,-528,-418
X04828_at,1801,1462
X04898_rna1_at,-187,346
X05153_rna1_at,-400,306
X05196_at,309,565
X05232_at,101,-23
X05246_at,81,11
X05276_at,1323,3229
X05299_at,-1995,-1036
X05323_at,708,747
X05360_at,97,-27
X05409_at,-131,121
X05608_at,56,34
X05615_at,-28,0
X05908_at,-58,900
X05997_at,134,11
X06256_at,-198,-328
X06272_at,283,151
X06290_at,58,0
X06323_at,234,485
X06389_at,-134,-83
X06482_at,76,75
X06562_at,125,37
X06614_at,-449,177
X06617_at,19910,16862
X06661_at,6,-48
X06745_at,166,116
X06948_at,59,52
X06985_at,384,398
X07024_at,657,410
X07109_at,4150,2942
X07173_at,143,85
X07290_at,597,633
X07315_at,687,329
X07384_at,51,21
X07495_at,-134,-17
X07695_at,303,372
X07696_at,-100,-83
X07732_at,-422,-297
X07743_at,160,204
X07767_at,567,311
X07820_at,85,114
X07834_at,-75,4
X07876_at,245,72
X07948_at,350,263
X07979_at,2069,2671
X07994_at,51,38
X12433_at,400,253
X12447_at,1930,4851
X12451_at,149,14
X12453_at,35,77
X12458_rna1_at,26,-220
X12492_at,694,541
X12517_at,-1370,-613
X12556_at,-16,23
X12662_rna1_at,38,31
X12791_at,1022,605
X12794_at,549,423
X12901_at,14,43
X13227_at,270,325
X13238_at,2248,3202
X13255_at,310,65
X13293_at,262,417
X13334_at,-1046,103
X13444_at,1739,892
X13482_at,722,799
X13546_rna1_at,3535,2886
X13589_at,-76,-76
X13794_rna1_at,2583,6125
X13839_at,-140,-141
X13916_at,-29,184
X13956_at,316,406
X13967_at,545,1319
X13973_at,480,678
X14046_at,2813,4960
X14329_at,637,622
X14346_at,-270,-105
X14362_at,-44,35
X14445_at,187,233
X14448_at,1563,912
X14675_at,651,468
X14787_at,-24,54
X14789_at,599,279
X14813_at,-38,384
X14830_at,165,146
X14850_at,751,879
X14894_at,16,-49
X14968_at,-217,-229
X14975_at,176,185
X15088_at,-90,10
X15183_at,4243,8548
X15187_at,716,902
X15217_at,-27,-54
X15218_at,-264,-383
X15306_rna1_at,50,166
X15341_at,4290,6798
X15357_at,715,262
X15376_at,103,42
X15393_rna1_at,877,860
X15414_at,1999,1092
X15525_rna1_at,393,257
X15573_at,-2135,-1906
X15722_at,-138,-101
X15822_at,2095,5601
X15875_at,321,59
X15880_at,444,277
X15882_at,243,219
X15940_at,16669,18441
X15943_at,-78,-63
X15949_at,277,104
X16064_at,21116,21199
X16135_at,3490,3312
X16282_at,-193,-328
X16316_at,2148,1459
X16354_at,199,-20
X16396_at,88,351
X16416_at,708,180
X16560_at,4108,2874
X16662_at,-70,-109
X16663_at,1454,1802
X16665_at,133,355
X16667_at,69,17
X16706_at,-390,3
X16707_at,-1282,-889
X16832_at,1153,1618
X16901_at,-20,63
X16983_at,332,353
X17025_at,155,43
X17042_at,177,3460
X17094_at,0,474
X17098_at,-161,-101
X17206_at,22525,24045
X17254_at,325,250
X17576_at,55,89
X17620_at,770,1405
X17622_at,268,264
X17648_at,19,38
X17651_at,558,-187
X51405_at,-33,1
X51408_at,122,53
X51417_at,-677,-388
X51420_at,-204,-188
X51466_at,12044,11970
X51521_at,3989,2774
X51602_at,-80,-59
X51630_at,74,116
X51688_at,335,-106
X51730_at,-23,17
X51757_at,62,-19
X51801_at,-110,-55
X51804_at,93,154
X51952_xpt1_at,-476,-482
X51953_at,-255,-92
X51954_at,24,78
X51956_rna1_at,-66,237
X51985_at,-339,-334
X52001_at,-10,15
X52003_at,333,-104
X52005_at,21,-73
X52008_at,18,219
X52011_at,247,120
X52056_at,-267,421
X52142_at,107,-114
X52151_at,334,267
X52192_at,1166,397
X52221_at,202,-284
X52425_at,364,540
X52479_at,331,224
X52520_at,30,50
X52541_at,77,258
X52599_at,76,-7
X52638_at,-29,-72
X52730_rna1_at,1507,1416
X52773_at,-54,-149
X52851_rna1_at,11370,12714
X52882_at,1127,1709
X52943_at,293,291
X52947_at,12,-24
X52966_at,8900,10842
X53331_at,266,316
X53414_at,-290,-285
X53416_at,529,816
X53586_rna1_at,383,123
X53587_at,-504,-604
X53742_at,-494,-277
X53777_at,13517,13586
X53793_at,232,329
X53795_at,619,-168
X53961_at,-589,-592
X54131_at,-107,-38
X54150_at,-60,65
X54162_at,-164,-90
X54232_at,524,497
X54304_at,1145,1012
X54326_at,258,171
X54380_at,-91,-30
X54637_at,761,767
X54673_at,-272,-156
X54816_at,285,203
X54870_at,596,351
X54871_at,107,-29
X54925_at,-41,31
X54936_at,250,30
X54938_at,604,113
X54941_at,635,285
X54942_at,563,199
X55079_rna1_at,473,394
X55330_at,7,53
X55448_cds2_at,-58,20
X55544_at,75,182
X55666_at,1004,1631
X55668_at,153,-248
X55715_at,15190,12910
X55733_at,2260,2392
X55740_at,736,-24
X55777_cds2_at,-264,-233
X55885_at,1078,440
X55889_at,16,96
X55954_at,15895,15047
X56199_at,266,279
X56253_rna1_at,1123,1552
X56411_rna1_at,178,183
X56465_at,-64,147
X56468_at,2689,3072
X56494_at,2634,1846
X56654_at,-245,-151
X56667_at,414,274
X56677_at,28,-279
X56692_at,173,65
X56741_at,330,465
X56807_at,16,42
X56932_at,21121,21146
X56997_rna1_at,11777,13550
X57025_at,89,-2
X57129_at,58,191
X57206_at,292,-184
X57303_at,244,265
X57346_at,1873,2057
X57398_at,565,1087
X57522_at,1342,718
X57766_at,738,508
X57830_at,-119,-170
X57959_at,8650,10783
X58022_at,-75,-115
X58079_at,-215,-76
X58234_at,-153,0
X58255_at,372,76
X58288_at,-129,-97
X58377_at,6,91
X58521_at,865,726
X58529_at,5214,850
X58723_at,239,9
X58964_at,5,-492
X58987_at,-50,3
X59065_at,85,53
X59131_at,-266,-116
X59350_at,1608,-423
X59372_at,-100,-140
X59373_at,402,83
X59405_at,219,165
X59417_at,3016,3424
X59434_at,419,673
X59543_at,302,72
X59618_at,16,-1
X59656_at,-494,-153
X59710_at,73,126
X59711_at,86,72
X59727_at,39,125
X59766_at,44,-285
X59770_at,237,183
X59798_at,-697,-617
X59812_at,-150,-48
X59834_at,958,8952
X59841_at,315,215
X59871_at,202,2182
X59892_at,2071,2001
X60036_at,4615,4999
X60188_at,1062,953
X60221_at,2126,2651
X60382_rna1_at,70,68
X60483_at,270,168
X60484_at,124,21
X60486_at,2216,1914
X60489_at,7396,7655
X60592_at,780,753
X60655_at,285,38
X60673_rna1_at,146,130
X60708_at,-113,1170
X60957_at,347,364
X60992_at,128,292
X61070_at,-294,-304
X61072_at,544,329
X61079_at,-93,-35
X61100_rna1_at,201,242
X61118_rna1_at,570,416
X61123_at,1091,2427
X61177_at,-84,64
X61373_at,154,329
X61587_at,242,667
X61615_at,237,123
X61970_at,1286,874
X62025_rna1_at,1045,768
X62048_at,96,60
X62055_at,2414,2225
X62078_at,19,22
X62320_at,524,1074
X62466_at,6144,2336
X62535_at,509,2908
X62573_at,605,610
X62654_rna1_at,631,739
X62691_at,17558,18299
X62744_at,4169,656
X62822_at,66,-185
X63097_at,-60,39
X63187_at,-82,77
X63337_at,268,193
X63359_at,177,108
X63380_at,-687,-499
X63417_at,65,371
X63422_at,674,675
X63454_at,86,-48
X63469_at,460,151
X63527_at,19184,20867
X63546_at,129,162
X63563_at,554,176
X63578_rna1_at,84,219
X63597_at,133,31
X63629_at,-71,35
X63657_at,120,62
X63679_at,862,899
X63692_at,703,487
X63753_at,546,311
X63755_at,61,13
X63759_at,10,15
X64037_at,1122,823
X64044_at,185,254
X64229_at,341,336
X64269_at,492,472
X64330_at,1000,1212
X64364_at,507,1600
X64559_at,-260,-159
X64594_at,-172,-175
X64643_at,91,60
X64707_at,8408,7944
X64728_at,310,0
X64810_at,38,78
X64838_at,96,3
X64878_at,143,70
X65233_at,65,-11
X65293_at,-286,-41
X65550_at,-108,-155
X65614_at,365,248
X65633_at,-63,84
X65644_at,337,42
X65663_at,-53,-48
X65724_at,90,11
X65867_at,582,347
X65873_at,437,502
X65977_at,35,-13
X66079_at,1631,790
X66114_rna1_at,-537,-181
X66141_at,312,429
X66171_at,-352,-1194
X66358_at,-295,-2
X66360_at,-1,35
X66362_at,-319,145
X66363_at,580,257
X66364_at,934,672
X66365_at,918,637
X66397_at,535,612
X66401_cds1_at,1735,1097
X66403_at,611,537
X66417_at,873,498
X66436_at,430,247
X66503_at,262,126
X66533_at,205,161
X66534_at,263,218
X66610_at,2,20
X66839_at,180,95
X66867_cds1_at,611,122
X66899_at,701,874
X66922_at,-8,1
X66945_at,440,-167
X67081_at,-17,42
X67098_at,209,748
X67155_at,209,131
X67247_rna1_at,22121,23042
X67318_at,-129,-192
X67325_at,-1148,-746
X67337_at,55,78
X67594_at,132,294
X67683_at,169,449
X67697_at,187,194
X67698_at,992,1256
X67734_at,-945,-28
X67951_at,4144,989
X68149_at,29,-221
X68194_at,201,204
X68242_at,53,134
X68264_rna1_at,221,47
X68277_at,3987,6021
X68314_at,-109,-181
X68486_at,640,955
X68487_at,262,41
X68560_at,585,324
X68561_at,194,210
X68733_rna1_at,550,425
X68742_at,30,18
X68836_at,199,94
X68994_at,220,209
X69089_at,-60,-125
X69090_at,-438,-434
X69111_at,1778,350
X69141_at,422,362
X69150_at,20344,21055
X69391_at,12458,12421
X69398_at,292,1273
X69433_at,1860,2196
X69550_at,2804,4081
X69636_at,463,246
X69699_at,1196,1005
X69819_at,407,2268
X69838_at,369,511
X69878_at,375,555
X69908_rna1_at,2899,2745
X69910_at,456,585
X69978_at,232,356
X70040_at,1010,801
X70070_at,193,201
X70083_at,-340,-90
X70218_at,1939,1829
X70297_at,307,186
X70340_at,22,24
X70394_at,607,380
X70476_at,432,79
X70649_at,95,116
X70683_at,1062,5229
X70991_at,34,186
X71125_at,55,45
X71129_at,514,605
X71135_at,132,-7
X71348_at,-154,-179
X71428_at,4631,4481
X71490_at,346,625
X71874_cds1_at,1820,1085
X71877_at,194,162
X71973_at,1975,3294
X72012_at,132,-203
X72177_rna1_at,336,343
X72308_at,455,133
X72755_at,232,380
X72790_at,45,184
X72841_at,612,713
X72879_at,213,211
X72882_at,-425,-500
X72925_at,-209,-202
X72964_at,1283,569
X73079_at,83,56
X73113_at,1093,675
X73460_at,16446,16711
X73501_at,-195,-160
X73608_at,145,-2
X73874_at,-24,0
X73882_at,-73,79
X74008_at,1317,869
X74039_at,106,-8
X74104_at,1359,1694
X74262_at,1372,1184
X74295_at,310,-86
X74328_rna1_at,810,290
X74330_at,232,229
X74331_at,132,98
X74496_at,347,268
X74570_at,150,349
X74614_at,1144,1058
X74764_at,593,483
X74794_at,1073,387
X74795_at,2792,2755
X74801_at,575,600
X74819_at,4,78
X74837_at,3,92
X75042_at,415,521
X75208_at,501,395
X75252_at,1162,1710
X75304_at,574,627
X75308_at,37,89
X75315_at,359,555
X75342_at,317,350
X75535_at,-4,-26
X75546_at,11,146
X75593_at,782,337
X75756_at,-43,-19
X75861_at,1820,2189
X75917_at,-244,-232
X75958_at,-66,48
X75962_at,531,370
X76013_at,2124,1825
X76029_at,93,91
X76040_at,190,292
X76057_at,74,146
X76059_at,-34,40
X76061_at,210,216
X76092_at,-50,-16
X76104_at,453,345
X76105_at,-278,-103
X76132_at,509,190
X76180_at,-105,-61
X76228_at,742,843
X76302_at,1401,427
X76342_at,10,34
X76383_at,-1,-80
X76498_at,-187,-112
X76534_at,-27,-10
X76538_at,562,639
X76648_at,1361,237
X76717_at,1878,1652
X76732_at,139,1610
X76770_at,1553,839
X77094_at,1370,1188
X77166_at,18,21
X77197_at,72,77
X77307_at,214,89
X77366_at,-53,-101
X77383_at,-317,-140
X77533_at,-161,-197
X77548_at,493,407
X77584_at,1180,2216
X77737_at,158,-66
X77744_at,5,66
X77748_at,19,1
X77794_at,775,338
X77909_at,82,-403
X78031_at,594,321
X78121_at,12,-157
X78136_at,7558,7993
X78342_at,-212,-58
X78520_at,-108,-87
X78549_at,567,657
X78565_at,-55,-104
X78578_at,7,-43
X78627_at,645,471
X78669_at,427,306
X78678_at,-313,-241
X78687_at,37,103
X78706_at,-282,215
X78710_at,-59,6
X78817_at,3870,3847
X78924_at,581,176
X78925_at,379,211
X78926_at,110,24
X78933_at,179,43
X78992_at,5017,10824
X79066_at,699,285
X79067_at,924,133
X79201_at,181,319
X79204_at,83,47
X79234_at,12625,11891
X79353_at,1591,680
X79439_at,1608,519
X79440_at,-72,-141
X79483_at,-116,-302
X79510_at,-74,-187
X79536_at,1060,2537
X79568_at,-155,-179
X79780_at,43,594
X79781_at,401,681
X79865_at,426,145
X79882_at,259,-91
X79888_at,155,30
X79981_at,526,339
X79984_at,136,100
X80026_at,384,76
X80062_at,134,92
X80198_at,249,193
X80199_at,1757,1607
X80200_at,1721,2254
X80230_at,659,498
X80343_at,-1152,-198
X80497_at,339,241
X80507_at,143,219
X80590_at,328,340
X80692_at,426,1028
X80695_at,464,1064
X80754_at,1236,1131
X80822_at,14002,14512
X80907_at,823,779
X80909_at,8097,8988
X80910_at,465,746
X80915_rna1_at,635,360
X80923_at,463,216
X81003_at,595,416
X81198_at,670,542
X81333_at,139,97
X81372_at,254,191
X81420_at,-589,-1190
X81438_at,-579,-87
X81479_at,-104,0
X81636_at,23,67
X81788_at,27,137
X81817_at,3483,2569
X81882_at,23,70
X81889_at,196,67
X81892_at,145,113
X81895_at,51,-9
X82018_at,-21,-19
X82068_at,-35,-3
X82103_at,690,523
X82125_at,4,-21
X82153_at,91,79
X82200_at,2385,993
X82207_at,276,386
X82224_at,-97,-167
X82240_rna1_at,14511,-16
X82324_at,24,-60
X82434_at,1935,1451
X82456_at,3500,2698
X82494_at,-118,-129
X82539_at,-124,18
X82554_rna1_at,155,113
X82629_at,-30,-13
X82634_at,438,125
X82676_at,-32,-43
X82693_at,353,-77
X82877_at,304,127
X82895_at,1415,1068
X83107_at,34,-52
X83127_at,289,286
X83218_at,1433,1536
X83368_at,281,253
X83378_at,48,400
X83412_at,-214,-205
X83425_at,662,495
X83441_at,202,108
X83543_at,-2,60
X83572_at,51,102
X83573_at,370,167
X83618_at,-422,66
X83703_at,-182,-80
X83928_at,465,410
X83973_at,640,578
X84002_at,170,59
X84003_at,32,-15
X84194_at,185,43
X84195_at,87,47
X84373_at,575,27
X84707_rna1_at,-648,-517
X84709_at,-131,-42
X84740_at,314,186
X84746_at,-172,-42
X84908_at,212,72
X85106_at,-133,-85
X85133_at,-5,44
X85134_rna1_at,204,77
X85178_at,-383,-345
X85237_at,-94,397
X85372_at,333,1183
X85373_at,373,618
X85545_at,418,153
X85740_at,30,39
X85750_at,95,490
X85753_at,41,-115
X85785_rna1_at,564,533
X85786_at,829,434
X86012_at,530,586
X86018_at,478,124
X86019_at,81,121
X86098_at,130,65
X86163_at,-119,-62
X86400_at,-46,-45
X86564_at,-17,-16
X86570_at,952,350
X86681_at,1055,674
X86691_at,261,1124
X86693_at,79,38
X86779_at,1195,1164
X86809_at,380,642
X86816_at,-199,-140
X87159_at,-324,-112
X87160_at,-7,93
X87176_at,195,42
X87212_at,-196,169
X87237_at,144,292
X87241_at,97,38
X87342_at,-295,-120
X87613_at,51,34
X87767_at,31,-23
X87838_at,1724,1499
X87843_at,-275,44
X87852_at,-276,-400
X87870_at,-188,-203
X87904_at,-4,271
X89059_at,306,336
X89066_at,8,17
X89067_at,-34,-94
X89211_at,357,263
X89267_at,3344,3220
X89398_cds2_at,368,195
X89416_at,-488,-629
X89426_at,23,-1
X89576_at,-44,-236
X89750_at,742,471
X89894_at,181,43
X89960_at,913,596
X89984_at,115,168
X89985_at,584,1014
X90568_at,-77,2
X90761_at,692,430
X90763_at,401,294
X90780_rna1_at,-107,76
X90828_at,-16,-126
X90840_at,-73,-329
X90857_at,65,5
X90858_at,124,520
X90872_at,418,420
X90908_at,119,-17
X90978_at,416,274
X90999_at,47,-70
X91103_at,36,60
X91117_rna1_at,8,-144
X91141_at,4,-50
X91148_at,-218,-117
X91220_at,35,41
X91247_at,924,1026
X91249_at,17,128
X91257_at,1580,1045
X91348_at,-206,-141
X91504_at,1546,2453
X91648_at,91,-34
X91788_at,450,241
X91809_at,2440,771
X91868_at,35,12
X91992_at,-25,-28
X92098_at,343,392
X92106_at,617,639
X92110_at,309,125
X92396_at,242,603
X92475_at,-26,181
X92521_at,451,285
X92689_at,-127,-86
X92715_at,229,285
X92720_at,680,459
X92744_at,42,11
X92762_at,370,248
X92814_at,137,108
X92896_at,1422,1694
X92972_at,338,563
X93017_at,88,-83
X93036_at,-913,-571
X93498_at,-28,17
X93499_at,292,570
X93510_at,-446,-612
X93512_at,2161,-14
X93920_at,763,419
X93921_at,476,269
X93996_rna1_at,439,129
X94232_at,1161,1050
X94333_at,-321,-274
X94453_at,93,246
X94612_at,126,63
X94629_at,-71,-56
X94703_at,-209,-174
X94754_at,814,717
X94910_at,-31,658
X95073_at,204,181
X95095_at,-69,-48
X95152_rna1_at,137,76
X95190_at,-1256,-994
X95191_at,-120,-17
X95237_at,65,42
X95239_at,12,-13
X95289_at,-200,-199
X95384_at,-19,12
X95404_at,12387,11446
X95406_at,147,-164
X95586_at,1116,510
X95592_at,119,258
X95648_at,179,193
X95654_at,-86,-15
X95715_at,112,-180
X95735_at,298,307
X95826_at,86,-222
X96381_rna1_at,645,218
X96401_at,824,452
X96484_at,1273,1073
X96584_at,3,65
X96586_at,513,510
X96698_at,152,221
X96719_at,21,2121
X96752_at,259,359
X96753_at,30,-162
X96783_rna1_at,-245,-136
X96849_at,260,187
X96924_rna1_at,2092,1046
X96969_at,637,267
X97058_at,-21,28
X97064_at,48,21
X97065_at,200,127
X97074_at,788,1691
X97160_rna1_at,424,644
X97198_at,622,629
X97249_at,763,538
X97301_at,-148,-150
X97302_at,789,488
X97303_at,107,-75
X97324_at,343,2648
X97335_at,159,113
X97544_at,628,509
X97630_at,200,44
X97671_at,-4,57
X97674_at,-1138,-665
X97675_rna1_at,9,5
X97795_at,171,101
X98001_at,395,765
X98085_at,1545,1360
X98172_at,421,1843
X98176_at,-63,79
X98206_at,-30,20
X98248_rna1_at,812,758
X98258_at,197,61
X98260_at,418,642
X98261_at,981,650
X98263_at,228,241
X98266_cds2_at,16,64
X98307_at,-64,59
X98311_at,225,160
X98330_at,55,21
X98411_at,797,727
X98507_at,86,98
X98743_at,946,637
X98801_at,1365,1065
X98833_rna1_at,-302,-239
X98834_rna1_at,180,107
X99050_rna1_at,141,60
X99076_rna1_at,-2210,-1984
X99101_at,388,228
X99140_at,259,446
X99141_at,719,329
X99142_at,891,379
X99209_at,989,765
X99226_at,-257,-231
X99268_at,-472,-314
X99296_xpt1_at,-587,-544
X99325_at,-283,447
X99350_rna1_at,-145,24
X99459_at,768,875
X99584_at,132,732
X99585_at,967,1031
X99656_at,-245,66
X99657_at,-231,-129
X99664_at,320,251
X99687_at,613,317
X99688_at,2013,1313
X99699_at,445,289
X99720_rna1_at,273,176
X99728_at,348,463
X99802_at,-634,-617
X99894_at,43,-412
X99920_at,-16,-102
X99947_at,-78,-13
X99961_at,-161,-22
Y00062_at,1122,2231
Y00064_at,95,37
Y00067_rna1_at,69,46
Y00281_at,1351,1925
Y00282_at,1475,2651
Y00291_at,-209,-166
Y00317_at,-72,11
Y00318_at,165,73
Y00433_at,7546,9601
Y00486_rna1_at,584,2460
Y00503_at,-77,-39
Y00636_at,232,96
Y00705_at,-186,-96
Y00757_at,-80,-139
Y00764_at,1637,2092
Y00796_at,789,2949
Y00815_at,65,21
Y00970_at,-702,254
Y00971_at,22,307
Y00978_at,124,6
Y07512_at,31,36
Y07595_at,-385,109
Y07596_at,-64,9
Y07604_at,554,1555
Y07683_at,372,239
Y07701_at,211,109
Y07707_at,106,66
Y07755_at,54,91
Y07759_at,-132,75
Y07828_at,-26,-77
Y07829_xpt3_at,-19,21
Y07829_xpt4_at,583,174
Y07846_at,-464,-562
Y07847_at,218,316
Y07867_at,-122,-40
Y08134_at,470,323
Y08136_at,53,42
Y08200_at,1572,1373
Y08223_at,64,35
Y08263_at,458,162
Y08302_at,748,276
Y08319_at,-6,60
Y08374_rna1_at,-136,167
Y08409_at,955,687
Y08564_at,-3,-62
Y08612_at,517,351
Y08613_at,31,-84
Y08614_at,993,992
